Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 0	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
06/08/2014	08:00:00.132	$GPGGA,080000,2439.5285,N,08033.9787,W,1,9,1.6,18,M,,M,,*50
06/08/2014	08:00:01.118	$GPGGA,080001,2439.5291,N,08033.9783,W,1,9,1.6,18,M,,M,,*50
06/08/2014	08:00:02.044	$GPGGA,080002,2439.5295,N,08033.9780,W,1,9,1.6,18,M,,M,,*54
06/08/2014	08:00:03.115	$GPGGA,080003,2439.5299,N,08033.9776,W,1,9,1.6,18,M,,M,,*50
06/08/2014	08:00:04.150	$GPGGA,080004,2439.5303,N,08033.9773,W,1,9,1.6,18,M,,M,,*50
06/08/2014	08:00:05.127	$GPGGA,080005,2439.5307,N,08033.9769,W,1,9,1.6,18,M,,M,,*5E
06/08/2014	08:00:06.135	$GPGGA,080006,2439.5311,N,08033.9766,W,1,9,1.6,18,M,,M,,*55
06/08/2014	08:00:07.116	$GPGGA,080007,2439.5314,N,08033.9763,W,1,9,1.6,18,M,,M,,*54
06/08/2014	08:00:08.164	$GPGGA,080008,2439.5318,N,08033.9759,W,1,9,1.6,18,M,,M,,*5E
06/08/2014	08:00:09.213	$GPGGA,080009,2439.5322,N,08033.9755,W,1,9,1.6,18,M,,M,,*5A
06/08/2014	08:00:10.153	$GPGGA,080010,2439.5327,N,08033.9752,W,1,9,1.6,18,M,,M,,*50
06/08/2014	08:00:11.159	$GPGGA,080011,2439.5331,N,08033.9749,W,1,9,1.6,18,M,,M,,*5C
06/08/2014	08:00:12.181	$GPGGA,080012,2439.5335,N,08033.9745,W,1,9,1.6,18,M,,M,,*57
06/08/2014	08:00:13.143	$GPGGA,080013,2439.5338,N,08033.9741,W,1,9,1.6,18,M,,M,,*5F
06/08/2014	08:00:14.127	$GPGGA,080014,2439.5343,N,08033.9738,W,1,9,1.6,18,M,,M,,*5A
06/08/2014	08:00:15.250	$GPGGA,080015,2439.5347,N,08033.9734,W,1,9,1.6,18,M,,M,,*53
06/08/2014	08:00:16.137	$GPGGA,080016,2439.5350,N,08033.9730,W,1,9,1.6,18,M,,M,,*52
06/08/2014	08:00:17.165	$GPGGA,080017,2439.5354,N,08033.9726,W,1,9,1.6,18,M,,M,,*50
06/08/2014	08:00:18.203	$GPGGA,080018,2439.5358,N,08033.9723,W,1,9,1.6,18,M,,M,,*56
06/08/2014	08:00:19.143	$GPGGA,080019,2439.5363,N,08033.9719,W,1,9,1.6,18,M,,M,,*56
06/08/2014	08:00:20.290	$GPGGA,080020,2439.5367,N,08033.9715,W,1,9,1.6,18,M,,M,,*54
06/08/2014	08:00:21.287	$GPGGA,080021,2439.5369,N,08033.9711,W,1,9,1.6,18,M,,M,,*5F
06/08/2014	08:00:22.235	$GPGGA,080022,2439.5374,N,08033.9708,W,1,9,1.6,18,M,,M,,*58
06/08/2014	08:00:23.243	$GPGGA,080023,2439.5378,N,08033.9704,W,1,9,1.6,18,M,,M,,*59
06/08/2014	08:00:24.311	$GPGGA,080024,2439.5380,N,08033.9700,W,1,9,1.6,18,M,,M,,*5D
06/08/2014	08:00:25.289	$GPGGA,080025,2439.5385,N,08033.9697,W,1,9,1.6,18,M,,M,,*56
06/08/2014	08:00:26.257	$GPGGA,080026,2439.5389,N,08033.9694,W,1,9,1.6,18,M,,M,,*5A
06/08/2014	08:00:27.305	$GPGGA,080027,2439.5393,N,08033.9690,W,1,9,1.6,17,M,,M,,*5B
06/08/2014	08:00:28.323	$GPGGA,080028,2439.5397,N,08033.9686,W,1,9,1.6,17,M,,M,,*57
06/08/2014	08:00:29.331	$GPGGA,080029,2439.5401,N,08033.9683,W,1,9,1.6,17,M,,M,,*5B
06/08/2014	08:00:30.324	$GPGGA,080030,2439.5404,N,08033.9680,W,1,9,1.6,17,M,,M,,*55
06/08/2014	08:00:31.356	$GPGGA,080031,2439.5408,N,08033.9676,W,1,9,1.6,17,M,,M,,*51
06/08/2014	08:00:32.344	$GPGGA,080032,2439.5411,N,08033.9673,W,1,9,1.6,17,M,,M,,*5F
06/08/2014	08:00:33.347	$GPGGA,080033,2439.5415,N,08033.9670,W,1,9,1.6,17,M,,M,,*59
06/08/2014	08:00:34.352	$GPGGA,080034,2439.5419,N,08033.9666,W,1,9,1.6,17,M,,M,,*55
06/08/2014	08:00:35.354	$GPGGA,080035,2439.5423,N,08033.9663,W,1,9,1.6,17,M,,M,,*58
06/08/2014	08:00:36.370	$GPGGA,080036,2439.5426,N,08033.9659,W,1,9,1.6,17,M,,M,,*57
06/08/2014	08:00:37.378	$GPGGA,080037,2439.5430,N,08033.9656,W,1,9,1.6,17,M,,M,,*5E
