Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 0	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
06/13/2014	13:00:00.699	$GPGGA,130001,2446.9465,N,08026.4430,W,1,8,1.9,12,M,,M,,*55
06/13/2014	13:00:01.709	$GPGGA,130002,2446.9459,N,08026.4437,W,1,8,1.9,12,M,,M,,*5E
06/13/2014	13:00:02.696	$GPGGA,130003,2446.9455,N,08026.4444,W,1,7,1.9,12,M,,M,,*58
06/13/2014	13:00:03.740	$GPGGA,130004,2446.9451,N,08026.4454,W,1,7,1.9,12,M,,M,,*5A
06/13/2014	13:00:04.734	$GPGGA,130005,2446.9447,N,08026.4462,W,1,8,1.9,12,M,,M,,*56
06/13/2014	13:00:05.837	$GPGGA,130006,2446.9441,N,08026.4469,W,1,8,1.9,12,M,,M,,*58
06/13/2014	13:00:06.751	$GPGGA,130007,2446.9437,N,08026.4476,W,1,8,1.9,12,M,,M,,*56
06/13/2014	13:00:07.863	$GPGGA,130008,2446.9433,N,08026.4483,W,1,8,1.9,12,M,,M,,*57
06/13/2014	13:00:08.876	$GPGGA,130009,2446.9429,N,08026.4491,W,1,8,1.9,12,M,,M,,*5E
06/13/2014	13:00:09.890	$GPGGA,130010,2446.9426,N,08026.4498,W,1,8,1.9,12,M,,M,,*50
06/13/2014	13:00:10.914	$GPGGA,130011,2446.9420,N,08026.4505,W,1,8,1.9,12,M,,M,,*52
06/13/2014	13:00:11.917	$GPGGA,130012,2446.9417,N,08026.4512,W,1,8,1.9,12,M,,M,,*53
06/13/2014	13:00:12.920	$GPGGA,130013,2446.9415,N,08026.4520,W,1,8,1.9,12,M,,M,,*51
06/13/2014	13:00:13.933	$GPGGA,130014,2446.9409,N,08026.4525,W,1,8,1.9,12,M,,M,,*5E
06/13/2014	13:00:14.978	$GPGGA,130015,2446.9404,N,08026.4532,W,1,8,1.9,12,M,,M,,*54
06/13/2014	13:00:15.970	$GPGGA,130016,2446.9400,N,08026.4539,W,1,8,1.9,12,M,,M,,*58
06/13/2014	13:00:16.984	$GPGGA,130017,2446.9397,N,08026.4548,W,1,8,1.9,12,M,,M,,*56
06/13/2014	13:00:17.977	$GPGGA,130018,2446.9393,N,08026.4555,W,1,8,1.9,12,M,,M,,*51
06/13/2014	13:00:18.990	$GPGGA,130019,2446.9387,N,08026.4560,W,1,8,1.9,12,M,,M,,*53
06/13/2014	13:00:20.004	$GPGGA,130020,2446.9382,N,08026.4566,W,1,8,1.9,12,M,,M,,*5A
06/13/2014	13:00:21.017	$GPGGA,130021,2446.9379,N,08026.4575,W,1,8,1.9,12,M,,M,,*5D
06/13/2014	13:00:22.020	$GPGGA,130022,2446.9375,N,08026.4582,W,1,8,1.9,12,M,,M,,*5A
06/13/2014	13:00:23.054	$GPGGA,130023,2446.9370,N,08026.4588,W,1,8,1.9,12,M,,M,,*54
06/13/2014	13:00:24.058	$GPGGA,130024,2446.9365,N,08026.4595,W,1,8,1.9,12,M,,M,,*5B
06/13/2014	13:00:25.080	$GPGGA,130025,2446.9361,N,08026.4602,W,1,8,1.9,12,M,,M,,*53
06/13/2014	13:00:26.073	$GPGGA,130026,2446.9357,N,08026.4608,W,1,8,1.9,12,M,,M,,*5F
06/13/2014	13:00:27.108	$GPGGA,130027,2446.9352,N,08026.4614,W,1,8,1.9,12,M,,M,,*56
06/13/2014	13:00:28.100	$GPGGA,130028,2446.9348,N,08026.4621,W,1,8,1.9,12,M,,M,,*54
06/13/2014	13:00:29.103	$GPGGA,130029,2446.9344,N,08026.4628,W,1,8,1.9,12,M,,M,,*50
06/13/2014	13:00:30.100	$GPGGA,130030,2446.9340,N,08026.4635,W,1,8,1.9,12,M,,M,,*50
06/13/2014	13:00:31.140	$GPGGA,130031,2446.9337,N,08026.4640,W,1,7,1.9,12,M,,M,,*5C
06/13/2014	13:00:32.133	$GPGGA,130032,2446.9333,N,08026.4646,W,1,7,1.9,12,M,,M,,*5D
06/13/2014	13:00:33.130	$GPGGA,130033,2446.9329,N,08026.4655,W,1,8,1.9,12,M,,M,,*5A
06/13/2014	13:00:34.160	$GPGGA,130034,2446.9324,N,08026.4662,W,1,8,1.9,12,M,,M,,*54
06/13/2014	13:00:35.183	$GPGGA,130035,2446.9319,N,08026.4669,W,1,8,1.9,12,M,,M,,*50
06/13/2014	13:00:36.187	$GPGGA,130036,2446.9314,N,08026.4676,W,1,8,1.9,12,M,,M,,*50
06/13/2014	13:00:37.220	$GPGGA,130037,2446.9310,N,08026.4684,W,1,7,1.9,12,M,,M,,*57
06/13/2014	13:00:38.203	$GPGGA,130038,2446.9304,N,08026.4693,W,1,7,1.9,12,M,,M,,*5B
06/13/2014	13:00:39.227	$GPGGA,130039,2446.9299,N,08026.4700,W,1,7,1.9,12,M,,M,,*54
06/13/2014	13:00:40.240	$GPGGA,130040,2446.9294,N,08026.4707,W,1,7,1.9,12,M,,M,,*50
06/13/2014	13:00:41.223	$GPGGA,130041,2446.9290,N,08026.4715,W,1,8,1.9,12,M,,M,,*59
06/13/2014	13:00:42.256	$GPGGA,130042,2446.9286,N,08026.4722,W,1,8,1.9,12,M,,M,,*59
06/13/2014	13:00:43.259	$GPGGA,130043,2446.9282,N,08026.4729,W,1,8,1.9,12,M,,M,,*57
06/13/2014	13:00:44.283	$GPGGA,130044,2446.9277,N,08026.4738,W,1,8,1.9,12,M,,M,,*5A
06/13/2014	13:00:45.276	$GPGGA,130045,2446.9272,N,08026.4745,W,1,7,1.9,12,M,,M,,*5B
06/13/2014	13:00:46.299	$GPGGA,130046,2446.9267,N,08026.4752,W,1,7,1.9,12,M,,M,,*5A
06/13/2014	13:00:47.292	$GPGGA,130047,2446.9263,N,08026.4759,W,1,8,1.9,12,M,,M,,*5B
06/13/2014	13:00:47.645	$GPGGA,130048,2446.9259,N,08026.4767,W,1,8,1.9,12,M,,M,,*50
06/13/2014	13:00:48.547	$GPGGA,130049,2446.9256,N,08026.4774,W,1,8,1.9,12,M,,M,,*5C
06/13/2014	13:00:49.530	$GPGGA,130050,2446.9250,N,08026.4783,W,1,8,1.9,12,M,,M,,*5A
06/13/2014	13:00:50.552	$GPGGA,130051,2446.9245,N,08026.4790,W,1,8,1.9,12,M,,M,,*5D
06/13/2014	13:00:51.698	$GPGGA,130052,2446.9240,N,08026.4798,W,1,8,1.9,12,M,,M,,*53
06/13/2014	13:00:52.662	$GPGGA,130053,2446.9238,N,08026.4805,W,1,7,1.9,12,M,,M,,*59
06/13/2014	13:00:53.674	$GPGGA,130054,2446.9232,N,08026.4812,W,1,7,1.9,12,M,,M,,*52
06/13/2014	13:00:54.587	$GPGGA,130055,2446.9228,N,08026.4819,W,1,8,1.9,12,M,,M,,*5C
06/13/2014	13:00:55.722	$GPGGA,130056,2446.9223,N,08026.4827,W,1,8,1.9,12,M,,M,,*59
06/13/2014	13:00:56.735	$GPGGA,130057,2446.9220,N,08026.4835,W,1,8,1.9,12,M,,M,,*58
06/13/2014	13:00:57.718	$GPGGA,130058,2446.9214,N,08026.4842,W,1,8,1.9,12,M,,M,,*50
06/13/2014	13:00:58.742	$GPGGA,130059,2446.9210,N,08026.4850,W,1,8,1.9,12,M,,M,,*56
06/13/2014	13:00:59.784	$GPGGA,130100,2446.9206,N,08026.4859,W,1,8,1.9,12,M,,M,,*55
06/13/2014	13:01:00.777	$GPGGA,130101,2446.9202,N,08026.4866,W,1,8,1.9,12,M,,M,,*5C
06/13/2014	13:01:01.771	$GPGGA,130102,2446.9195,N,08026.4874,W,1,8,1.9,12,M,,M,,*51
06/13/2014	13:01:02.794	$GPGGA,130103,2446.9191,N,08026.4882,W,1,8,1.9,12,M,,M,,*5D
06/13/2014	13:01:03.797	$GPGGA,130104,2446.9186,N,08026.4891,W,1,8,1.9,12,M,,M,,*5E
06/13/2014	13:01:04.822	$GPGGA,130105,2446.9182,N,08026.4899,W,1,8,1.9,12,M,,M,,*53
06/13/2014	13:01:05.804	$GPGGA,130106,2446.9177,N,08026.4906,W,1,8,1.9,12,M,,M,,*5D
06/13/2014	13:01:06.838	$GPGGA,130107,2446.9171,N,08026.4913,W,1,8,1.9,12,M,,M,,*5E
06/13/2014	13:01:07.851	$GPGGA,130108,2446.9167,N,08026.4921,W,1,8,1.9,12,M,,M,,*57
06/13/2014	13:01:08.874	$GPGGA,130109,2446.9164,N,08026.4931,W,1,8,1.9,12,M,,M,,*54
06/13/2014	13:01:09.857	$GPGGA,130110,2446.9157,N,08026.4936,W,1,8,1.9,12,M,,M,,*5B
06/13/2014	13:01:10.881	$GPGGA,130111,2446.9152,N,08026.4943,W,1,8,2.1,12,M,,M,,*56
06/13/2014	13:01:11.905	$GPGGA,130112,2446.9151,N,08026.4953,W,1,8,1.9,12,M,,M,,*5C
06/13/2014	13:01:12.918	$GPGGA,130113,2446.9146,N,08026.4962,W,1,7,1.9,12,M,,M,,*56
06/13/2014	13:01:13.911	$GPGGA,130114,2446.9141,N,08026.4969,W,1,7,1.9,12,M,,M,,*5D
06/13/2014	13:01:14.945	$GPGGA,130115,2446.9137,N,08026.4976,W,1,7,1.9,12,M,,M,,*53
06/13/2014	13:01:15.938	$GPGGA,130116,2446.9135,N,08026.4986,W,1,7,1.9,12,M,,M,,*5D
06/13/2014	13:01:16.960	$GPGGA,130117,2446.9133,N,08026.4993,W,1,8,1.9,12,M,,M,,*51
06/13/2014	13:01:17.943	$GPGGA,130118,2446.9126,N,08026.5000,W,1,8,1.9,13,M,,M,,*59
06/13/2014	13:01:18.957	$GPGGA,130119,2446.9126,N,08026.5007,W,1,7,1.9,13,M,,M,,*50
06/13/2014	13:01:19.980	$GPGGA,130120,2446.9120,N,08026.5016,W,1,7,1.9,13,M,,M,,*5C
06/13/2014	13:01:21.014	$GPGGA,130121,2446.9115,N,08026.5025,W,1,7,1.9,13,M,,M,,*5B
06/13/2014	13:01:21.987	$GPGGA,130122,2446.9110,N,08026.5036,W,1,7,1.9,13,M,,M,,*5F
06/13/2014	13:01:22.990	$GPGGA,130123,2446.9105,N,08026.5043,W,1,8,1.9,13,M,,M,,*57
06/13/2014	13:01:24.044	$GPGGA,130124,2446.9099,N,08026.5051,W,1,8,1.9,13,M,,M,,*57
06/13/2014	13:01:25.047	$GPGGA,130125,2446.9095,N,08026.5058,W,1,8,1.9,13,M,,M,,*53
06/13/2014	13:01:26.040	$GPGGA,130126,2446.9091,N,08026.5068,W,1,8,1.9,13,M,,M,,*57
06/13/2014	13:01:27.074	$GPGGA,130127,2446.9086,N,08026.5074,W,1,8,1.9,13,M,,M,,*5D
06/13/2014	13:01:28.088	$GPGGA,130128,2446.9080,N,08026.5080,W,1,8,1.9,13,M,,M,,*5F
