Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 0	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
06/06/2014	16:00:00.315	$GPGGA,160000,2423.2565,N,08143.8561,W,1,10,1.5,16,M,,M,,*62
06/06/2014	16:00:01.374	$GPGGA,160001,2423.2551,N,08143.8557,W,1,10,1.5,16,M,,M,,*61
06/06/2014	16:00:02.349	$GPGGA,160002,2423.2536,N,08143.8553,W,1,10,1.5,16,M,,M,,*67
06/06/2014	16:00:03.404	$GPGGA,160003,2423.2520,N,08143.8550,W,1,10,1.5,16,M,,M,,*62
06/06/2014	16:00:04.429	$GPGGA,160004,2423.2505,N,08143.8546,W,1,10,1.5,16,M,,M,,*65
06/06/2014	16:00:05.430	$GPGGA,160005,2423.2491,N,08143.8542,W,1,10,1.5,16,M,,M,,*6C
06/06/2014	16:00:06.475	$GPGGA,160006,2423.2475,N,08143.8538,W,1,10,1.5,16,M,,M,,*68
06/06/2014	16:00:07.499	$GPGGA,160007,2423.2461,N,08143.8535,W,1,10,1.5,16,M,,M,,*61
06/06/2014	16:00:08.533	$GPGGA,160008,2423.2446,N,08143.8532,W,1,10,1.5,16,M,,M,,*6C
06/06/2014	16:00:09.557	$GPGGA,160009,2423.2431,N,08143.8528,W,1,10,1.5,16,M,,M,,*66
06/06/2014	16:00:10.591	$GPGGA,160010,2423.2417,N,08143.8524,W,1,10,1.5,16,M,,M,,*66
06/06/2014	16:00:11.646	$GPGGA,160011,2423.2401,N,08143.8521,W,1,10,1.5,16,M,,M,,*65
06/06/2014	16:00:12.670	$GPGGA,160012,2423.2386,N,08143.8518,W,1,10,1.5,16,M,,M,,*64
06/06/2014	16:00:13.684	$GPGGA,160013,2423.2371,N,08143.8514,W,1,10,1.5,16,M,,M,,*61
06/06/2014	16:00:14.894	$GPGGA,160014,2423.2356,N,08143.8510,W,1,10,1.5,16,M,,M,,*67
06/06/2014	16:00:15.763	$GPGGA,160015,2423.2341,N,08143.8506,W,1,10,1.5,16,M,,M,,*67
06/06/2014	16:00:16.808	$GPGGA,160016,2423.2327,N,08143.8503,W,1,10,1.5,16,M,,M,,*61
06/06/2014	16:00:17.842	$GPGGA,160017,2423.2311,N,08143.8499,W,1,10,1.5,16,M,,M,,*67
06/06/2014	16:00:18.845	$GPGGA,160018,2423.2296,N,08143.8495,W,1,10,1.5,16,M,,M,,*6A
06/06/2014	16:00:20.005	$GPGGA,160019,2423.2281,N,08143.8492,W,1,10,1.5,16,M,,M,,*6A
06/06/2014	16:00:21.129	$GPGGA,160020,2423.2266,N,08143.8488,W,1,10,1.5,16,M,,M,,*62
06/06/2014	16:00:22.134	$GPGGA,160021,2423.2251,N,08143.8485,W,1,10,1.5,16,M,,M,,*6A
06/06/2014	16:00:22.982	$GPGGA,160022,2423.2236,N,08143.8481,W,1,10,1.5,16,M,,M,,*6C
06/06/2014	16:00:24.016	$GPGGA,160023,2423.2222,N,08143.8478,W,1,10,1.5,16,M,,M,,*6E
06/06/2014	16:00:25.071	$GPGGA,160024,2423.2206,N,08143.8475,W,1,10,1.5,16,M,,M,,*62
06/06/2014	16:00:26.092	$GPGGA,160025,2423.2191,N,08143.8470,W,1,10,1.5,16,M,,M,,*6B
06/06/2014	16:00:27.289	$GPGGA,160026,2423.2176,N,08143.8468,W,1,10,1.5,16,M,,M,,*68
06/06/2014	16:00:28.277	$GPGGA,160027,2423.2161,N,08143.8465,W,1,10,1.5,16,M,,M,,*62
06/06/2014	16:00:29.366	$GPGGA,160028,2423.2146,N,08143.8461,W,1,10,1.5,16,M,,M,,*6C
06/06/2014	16:00:30.377	$GPGGA,160029,2423.2130,N,08143.8458,W,1,10,1.5,16,M,,M,,*66
06/06/2014	16:00:31.411	$GPGGA,160030,2423.2115,N,08143.8455,W,1,10,1.5,16,M,,M,,*64
