Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 0	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
06/03/2014	01:00:00.595	$GPGGA,010001,2456.7365,N,08020.3760,W,1,8,1.6,22,M,,M,,*55
06/03/2014	01:00:01.575	$GPGGA,010002,2456.7363,N,08020.3744,W,1,8,1.6,22,M,,M,,*56
06/03/2014	01:00:02.558	$GPGGA,010003,2456.7362,N,08020.3727,W,1,7,2.0,22,M,,M,,*59
06/03/2014	01:00:03.590	$GPGGA,010004,2456.7361,N,08020.3710,W,1,7,2.0,22,M,,M,,*59
06/03/2014	01:00:04.573	$GPGGA,010005,2456.7357,N,08020.3690,W,1,7,2.0,22,M,,M,,*54
06/03/2014	01:00:05.565	$GPGGA,010006,2456.7355,N,08020.3671,W,1,7,1.6,22,M,,M,,*5F
06/03/2014	01:00:06.557	$GPGGA,010007,2456.7354,N,08020.3655,W,1,8,1.6,22,M,,M,,*56
06/03/2014	01:00:07.700	$GPGGA,010008,2456.7348,N,08020.3639,W,1,8,2.1,22,M,,M,,*5A
06/03/2014	01:00:08.683	$GPGGA,010009,2456.7346,N,08020.3621,W,1,8,1.6,22,M,,M,,*58
06/03/2014	01:00:09.585	$GPGGA,010010,2456.7349,N,08020.3603,W,1,8,1.6,23,M,,M,,*5E
06/03/2014	01:00:10.567	$GPGGA,010011,2456.7346,N,08020.3587,W,1,8,1.6,23,M,,M,,*5F
06/03/2014	01:00:11.670	$GPGGA,010012,2456.7343,N,08020.3570,W,1,8,2.0,23,M,,M,,*54
06/03/2014	01:00:12.572	$GPGGA,010013,2456.7343,N,08020.3554,W,1,8,1.6,23,M,,M,,*56
06/03/2014	01:00:13.576	$GPGGA,010014,2456.7345,N,08020.3534,W,1,8,2.0,23,M,,M,,*54
06/03/2014	01:00:14.576	$GPGGA,010015,2456.7343,N,08020.3518,W,1,8,1.6,23,M,,M,,*58
06/03/2014	01:00:15.710	$GPGGA,010016,2456.7343,N,08020.3502,W,1,8,1.6,23,M,,M,,*50
06/03/2014	01:00:16.581	$GPGGA,010017,2456.7341,N,08020.3485,W,1,7,2.0,24,M,,M,,*50
06/03/2014	01:00:17.584	$GPGGA,010018,2456.7343,N,08020.3470,W,1,7,2.0,24,M,,M,,*57
06/03/2014	01:00:18.707	$GPGGA,010019,2456.7343,N,08020.3452,W,1,7,2.0,24,M,,M,,*56
06/03/2014	01:00:19.689	$GPGGA,010020,2456.7343,N,08020.3434,W,1,7,1.6,24,M,,M,,*59
06/03/2014	01:00:20.702	$GPGGA,010021,2456.7341,N,08020.3418,W,1,8,1.6,24,M,,M,,*5B
06/03/2014	01:00:21.664	$GPGGA,010022,2456.7342,N,08020.3401,W,1,8,1.6,24,M,,M,,*53
06/03/2014	01:00:22.677	$GPGGA,010023,2456.7341,N,08020.3382,W,1,8,1.6,24,M,,M,,*5D
06/03/2014	01:00:23.689	$GPGGA,010024,2456.7343,N,08020.3366,W,1,8,2.1,24,M,,M,,*56
06/03/2014	01:00:24.682	$GPGGA,010025,2456.7343,N,08020.3349,W,1,8,1.6,24,M,,M,,*5E
06/03/2014	01:00:25.674	$GPGGA,010026,2456.7343,N,08020.3331,W,1,8,1.6,24,M,,M,,*52
06/03/2014	01:00:26.697	$GPGGA,010027,2456.7341,N,08020.3314,W,1,6,2.6,24,M,,M,,*5B
06/03/2014	01:00:27.679	$GPGGA,010028,2456.7340,N,08020.3297,W,1,6,1.6,24,M,,M,,*5C
06/03/2014	01:00:28.702	$GPGGA,010029,2456.7339,N,08020.3278,W,1,8,1.6,25,M,,M,,*5D
06/03/2014	01:00:29.535	$GPGGA,010030,2456.7341,N,08020.3260,W,1,8,2.0,25,M,,M,,*56
06/03/2014	01:00:30.521	$GPGGA,010031,2456.7340,N,08020.3244,W,1,7,2.0,25,M,,M,,*5F
06/03/2014	01:00:31.539	$GPGGA,010032,2456.7339,N,08020.3228,W,1,7,1.6,25,M,,M,,*5D
06/03/2014	01:00:32.525	$GPGGA,010033,2456.7338,N,08020.3209,W,1,8,1.6,25,M,,M,,*51
06/03/2014	01:00:33.539	$GPGGA,010034,2456.7339,N,08020.3192,W,1,8,1.6,25,M,,M,,*56
06/03/2014	01:00:34.537	$GPGGA,010035,2456.7338,N,08020.3178,W,1,8,1.6,25,M,,M,,*52
06/03/2014	01:00:35.539	$GPGGA,010036,2456.7339,N,08020.3161,W,1,8,1.6,25,M,,M,,*58
06/03/2014	01:00:36.552	$GPGGA,010037,2456.7338,N,08020.3142,W,1,8,1.6,25,M,,M,,*59
06/03/2014	01:00:37.535	$GPGGA,010038,2456.7339,N,08020.3127,W,1,8,1.6,25,M,,M,,*54
06/03/2014	01:00:38.527	$GPGGA,010039,2456.7339,N,08020.3110,W,1,7,2.0,25,M,,M,,*5B
06/03/2014	01:00:39.549	$GPGGA,010040,2456.7339,N,08020.3092,W,1,7,2.0,25,M,,M,,*5E
