Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 0	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
05/29/2014	19:00:00.815	$GPGGA,190001,2546.5439,N,07923.1239,W,1,8,2.0,12,M,,M,,*58
05/29/2014	19:00:01.828	$GPGGA,190002,2546.5443,N,07923.1234,W,1,8,2.0,12,M,,M,,*5B
05/29/2014	19:00:02.830	$GPGGA,190003,2546.5446,N,07923.1227,W,1,8,2.0,12,M,,M,,*5D
05/29/2014	19:00:03.853	$GPGGA,190004,2546.5450,N,07923.1222,W,1,8,2.0,12,M,,M,,*58
05/29/2014	19:00:04.906	$GPGGA,190005,2546.5452,N,07923.1217,W,1,8,2.0,12,M,,M,,*5D
05/29/2014	19:00:05.877	$GPGGA,190006,2546.5454,N,07923.1211,W,1,8,2.0,12,M,,M,,*5E
05/29/2014	19:00:06.910	$GPGGA,190007,2546.5459,N,07923.1205,W,1,8,2.0,12,M,,M,,*57
05/29/2014	19:00:07.892	$GPGGA,190008,2546.5461,N,07923.1200,W,1,8,2.0,12,M,,M,,*56
05/29/2014	19:00:08.925	$GPGGA,190009,2546.5463,N,07923.1195,W,1,8,2.0,12,M,,M,,*5A
05/29/2014	19:00:09.897	$GPGGA,190010,2546.5466,N,07923.1189,W,1,8,2.0,12,M,,M,,*5A
05/29/2014	19:00:10.950	$GPGGA,190011,2546.5470,N,07923.1183,W,1,8,2.0,12,M,,M,,*56
05/29/2014	19:00:11.942	$GPGGA,190012,2546.5471,N,07923.1178,W,1,8,2.0,12,M,,M,,*50
05/29/2014	19:00:12.965	$GPGGA,190013,2546.5474,N,07923.1173,W,1,8,2.0,12,M,,M,,*5F
05/29/2014	19:00:13.947	$GPGGA,190014,2546.5477,N,07923.1166,W,1,8,2.0,12,M,,M,,*5F
05/29/2014	19:00:14.980	$GPGGA,190015,2546.5479,N,07923.1161,W,1,8,2.0,12,M,,M,,*57
05/29/2014	19:00:15.993	$GPGGA,190016,2546.5479,N,07923.1161,W,1,8,2.0,12,M,,M,,*54
05/29/2014	19:00:17.005	$GPGGA,190017,2546.5485,N,07923.1149,W,1,8,2.0,12,M,,M,,*5C
05/29/2014	19:00:17.989	$GPGGA,190018,2546.5488,N,07923.1143,W,1,8,2.0,12,M,,M,,*54
05/29/2014	19:00:19.051	$GPGGA,190019,2546.5488,N,07923.1143,W,1,8,2.0,12,M,,M,,*55
05/29/2014	19:00:20.023	$GPGGA,190020,2546.5493,N,07923.1132,W,1,8,2.0,12,M,,M,,*53
05/29/2014	19:00:21.066	$GPGGA,190021,2546.5496,N,07923.1127,W,1,8,2.0,12,M,,M,,*53
05/29/2014	19:00:22.028	$GPGGA,190022,2546.5499,N,07923.1121,W,1,8,2.0,12,M,,M,,*59
