Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 0	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
05/31/2014	14:00:00.802	$GPGGA,140009,2506.8467,N,07916.7321,W,1,7,1.8,21,M,,M,,*53
05/31/2014	14:00:01.772	$GPGGA,140010,2506.8467,N,07916.7338,W,1,7,1.7,21,M,,M,,*5C
05/31/2014	14:00:02.782	$GPGGA,140011,2506.8466,N,07916.7356,W,1,7,1.8,21,M,,M,,*5B
05/31/2014	14:00:03.792	$GPGGA,140012,2506.8464,N,07916.7375,W,1,7,1.8,21,M,,M,,*5B
05/31/2014	14:00:04.803	$GPGGA,140013,2506.8469,N,07916.7391,W,1,8,1.6,20,M,,M,,*5D
05/31/2014	14:00:05.771	$GPGGA,140014,2506.8466,N,07916.7408,W,1,8,1.5,20,M,,M,,*51
05/31/2014	14:00:06.761	$GPGGA,140015,2506.8466,N,07916.7425,W,1,9,1.5,20,M,,M,,*5E
05/31/2014	14:00:07.781	$GPGGA,140016,2506.8465,N,07916.7446,W,1,9,1.5,20,M,,M,,*5B
05/31/2014	14:00:08.771	$GPGGA,140017,2506.8464,N,07916.7464,W,1,9,1.5,20,M,,M,,*5B
05/31/2014	14:00:09.761	$GPGGA,140018,2506.8463,N,07916.7482,W,1,9,1.5,20,M,,M,,*5B
05/31/2014	14:00:10.751	$GPGGA,140019,2506.8465,N,07916.7500,W,1,9,1.5,20,M,,M,,*57
05/31/2014	14:00:11.769	$GPGGA,140020,2506.8463,N,07916.7518,W,1,9,1.5,20,M,,M,,*52
05/31/2014	14:00:12.771	$GPGGA,140021,2506.8461,N,07916.7534,W,1,9,1.5,20,M,,M,,*5F
05/31/2014	14:00:13.751	$GPGGA,140022,2506.8462,N,07916.7552,W,1,9,1.5,20,M,,M,,*5F
