Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 0	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
06/03/2014	20:00:00.889	$GPGGA,200009,2543.8846,N,08009.7269,W,1,11,1.6,11,M,,M,,*65
06/03/2014	20:00:01.925	$GPGGA,200010,2543.8846,N,08009.7269,W,1,11,1.6,11,M,,M,,*6D
06/03/2014	20:00:02.911	$GPGGA,200011,2543.8846,N,08009.7269,W,1,11,1.6,11,M,,M,,*6C
06/03/2014	20:00:03.927	$GPGGA,200012,2543.8846,N,08009.7270,W,1,11,1.6,11,M,,M,,*67
06/03/2014	20:00:04.913	$GPGGA,200013,2543.8846,N,08009.7270,W,1,11,1.6,11,M,,M,,*66
06/03/2014	20:00:05.909	$GPGGA,200014,2543.8844,N,08009.7272,W,1,11,1.6,11,M,,M,,*61
06/03/2014	20:00:07.043	$GPGGA,200015,2543.8844,N,08009.7272,W,1,11,1.6,11,M,,M,,*60
06/03/2014	20:00:07.945	$GPGGA,200016,2543.8844,N,08009.7272,W,1,11,1.6,12,M,,M,,*60
06/03/2014	20:00:08.937	$GPGGA,200017,2543.8844,N,08009.7272,W,1,11,1.6,12,M,,M,,*61
06/03/2014	20:00:09.933	$GPGGA,200018,2543.8844,N,08009.7272,W,1,11,1.6,12,M,,M,,*6E
06/03/2014	20:00:10.969	$GPGGA,200019,2543.8844,N,08009.7272,W,1,11,1.6,12,M,,M,,*6F
06/03/2014	20:00:11.995	$GPGGA,200020,2543.8844,N,08009.7272,W,1,11,1.6,12,M,,M,,*65
06/03/2014	20:00:13.031	$GPGGA,200021,2543.8844,N,08009.7273,W,1,11,1.6,12,M,,M,,*65
06/03/2014	20:00:13.946	$GPGGA,200022,2543.8844,N,08009.7273,W,1,11,1.6,12,M,,M,,*66
06/03/2014	20:00:15.063	$GPGGA,200023,2543.8844,N,08009.7273,W,1,11,1.6,12,M,,M,,*67
06/03/2014	20:00:16.059	$GPGGA,200024,2543.8843,N,08009.7272,W,1,11,1.6,12,M,,M,,*66
06/03/2014	20:00:17.109	$GPGGA,200025,2543.8844,N,08009.7273,W,1,11,1.6,12,M,,M,,*61
06/03/2014	20:00:18.060	$GPGGA,200026,2543.8843,N,08009.7273,W,1,11,1.6,12,M,,M,,*65
06/03/2014	20:00:19.086	$GPGGA,200027,2543.8844,N,08009.7272,W,1,11,1.6,12,M,,M,,*62
06/03/2014	20:00:20.012	$GPGGA,200028,2543.8844,N,08009.7272,W,1,11,1.6,12,M,,M,,*6D
06/03/2014	20:00:21.068	$GPGGA,200029,2543.8842,N,08009.7272,W,1,11,1.6,12,M,,M,,*6A
06/03/2014	20:00:22.074	$GPGGA,200030,2543.8842,N,08009.7273,W,1,11,1.6,12,M,,M,,*63
06/03/2014	20:00:22.492	$GPGGA,200031,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*63
06/03/2014	20:00:23.528	$GPGGA,200032,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*60
06/03/2014	20:00:24.534	$GPGGA,200033,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*61
06/03/2014	20:00:25.520	$GPGGA,200034,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*66
06/03/2014	20:00:26.546	$GPGGA,200035,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*67
06/03/2014	20:00:27.542	$GPGGA,200036,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*64
06/03/2014	20:00:28.538	$GPGGA,200037,2543.8842,N,08009.7274,W,1,11,1.6,13,M,,M,,*62
06/03/2014	20:00:29.534	$GPGGA,200038,2543.8842,N,08009.7274,W,1,11,1.6,13,M,,M,,*6D
06/03/2014	20:00:30.540	$GPGGA,200039,2543.8842,N,08009.7274,W,1,11,1.6,13,M,,M,,*6C
06/03/2014	20:00:31.556	$GPGGA,200040,2543.8842,N,08009.7274,W,1,11,1.6,13,M,,M,,*62
06/03/2014	20:00:32.562	$GPGGA,200041,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*64
06/03/2014	20:00:33.558	$GPGGA,200042,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*67
06/03/2014	20:00:34.573	$GPGGA,200043,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*66
06/03/2014	20:00:35.569	$GPGGA,200044,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*61
06/03/2014	20:00:36.585	$GPGGA,200045,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*60
06/03/2014	20:00:37.561	$GPGGA,200046,2543.8842,N,08009.7273,W,1,11,1.6,13,M,,M,,*63
06/03/2014	20:00:38.597	$GPGGA,200047,2543.8842,N,08009.7272,W,1,11,1.6,13,M,,M,,*63
06/03/2014	20:00:39.583	$GPGGA,200048,2543.8842,N,08009.7272,W,1,11,1.6,13,M,,M,,*6C
06/03/2014	20:00:40.567	$GPGGA,200049,2543.8842,N,08009.7272,W,1,11,1.6,13,M,,M,,*6D
06/03/2014	20:00:41.595	$GPGGA,200050,2543.8842,N,08009.7272,W,1,11,1.6,13,M,,M,,*65
06/03/2014	20:00:42.581	$GPGGA,200051,2543.8844,N,08009.7272,W,1,11,1.6,13,M,,M,,*62
06/03/2014	20:00:43.597	$GPGGA,200052,2543.8843,N,08009.7272,W,1,11,1.6,13,M,,M,,*66
06/03/2014	20:00:44.623	$GPGGA,200053,2543.8844,N,08009.7272,W,1,11,1.6,13,M,,M,,*60
06/03/2014	20:00:45.609	$GPGGA,200054,2543.8843,N,08009.7272,W,1,11,1.6,13,M,,M,,*60
06/03/2014	20:00:46.605	$GPGGA,200055,2543.8844,N,08009.7272,W,1,11,1.6,13,M,,M,,*66
06/03/2014	20:00:47.631	$GPGGA,200056,2543.8843,N,08009.7272,W,1,11,1.6,13,M,,M,,*62
06/03/2014	20:00:48.637	$GPGGA,200057,2543.8844,N,08009.7272,W,1,11,1.6,13,M,,M,,*64
06/03/2014	20:00:49.613	$GPGGA,200058,2543.8843,N,08009.7272,W,1,11,1.6,13,M,,M,,*6C
06/03/2014	20:00:50.609	$GPGGA,200059,2543.8844,N,08009.7272,W,1,11,1.6,13,M,,M,,*6A
06/03/2014	20:00:53.073	$GPGGA,200101,2543.8844,N,08009.7272,W,1,11,1.6,13,M,,M,,*66
06/03/2014	20:00:53.716	$GPGGA,200102,2543.8843,N,08009.7272,W,1,11,1.6,13,M,,M,,*62
06/03/2014	20:00:54.646	$GPGGA,200103,2543.8844,N,08009.7272,W,1,11,1.6,13,M,,M,,*64
06/03/2014	20:00:55.650	$GPGGA,200104,2543.8843,N,08009.7272,W,1,11,1.6,13,M,,M,,*64
06/03/2014	20:00:56.744	$GPGGA,200105,2543.8844,N,08009.7274,W,1,10,1.9,13,M,,M,,*6A
06/03/2014	20:00:57.630	$GPGGA,200106,2543.8843,N,08009.7273,W,1,10,1.6,13,M,,M,,*66
06/03/2014	20:00:58.667	$GPGGA,200107,2543.8844,N,08009.7273,W,1,10,1.9,13,M,,M,,*6F
06/03/2014	20:00:59.652	$GPGGA,200108,2543.8842,N,08009.7272,W,1,10,1.9,13,M,,M,,*67
06/03/2014	20:01:00.789	$GPGGA,200109,2543.8842,N,08009.7276,W,1,10,1.9,13,M,,M,,*62
06/03/2014	20:01:01.744	$GPGGA,200110,2543.8842,N,08009.7275,W,1,10,1.6,13,M,,M,,*66
06/03/2014	20:01:02.680	$GPGGA,200111,2543.8842,N,08009.7274,W,1,11,1.6,13,M,,M,,*67
06/03/2014	20:01:03.776	$GPGGA,200112,2543.8842,N,08009.7276,W,1,11,1.9,13,M,,M,,*69
06/03/2014	20:01:04.672	$GPGGA,200113,2543.8842,N,08009.7276,W,1,11,1.6,13,M,,M,,*67
06/03/2014	20:01:05.678	$GPGGA,200114,2543.8842,N,08009.7277,W,1,11,1.6,13,M,,M,,*61
06/03/2014	20:01:06.784	$GPGGA,200115,2543.8842,N,08009.7279,W,1,11,1.6,13,M,,M,,*6E
06/03/2014	20:01:07.790	$GPGGA,200116,2543.8842,N,08009.7278,W,1,11,1.6,13,M,,M,,*6C
06/03/2014	20:01:08.776	$GPGGA,200117,2543.8842,N,08009.7279,W,1,11,1.6,13,M,,M,,*6C
06/03/2014	20:01:09.791	$GPGGA,200118,2543.8842,N,08009.7277,W,1,11,1.6,13,M,,M,,*6D
06/03/2014	20:01:10.807	$GPGGA,200119,2543.8842,N,08009.7277,W,1,11,1.6,13,M,,M,,*6C
06/03/2014	20:01:11.813	$GPGGA,200120,2543.8842,N,08009.7277,W,1,11,1.6,13,M,,M,,*66
06/03/2014	20:01:12.799	$GPGGA,200121,2543.8842,N,08009.7276,W,1,11,1.6,13,M,,M,,*66
06/03/2014	20:01:13.805	$GPGGA,200122,2543.8842,N,08009.7276,W,1,11,1.6,13,M,,M,,*65
06/03/2014	20:01:14.821	$GPGGA,200123,2543.8842,N,08009.7276,W,1,11,1.6,13,M,,M,,*64
06/03/2014	20:01:15.817	$GPGGA,200124,2543.8842,N,08009.7275,W,1,11,1.6,13,M,,M,,*60
06/03/2014	20:01:16.833	$GPGGA,200125,2543.8842,N,08009.7276,W,1,11,1.6,13,M,,M,,*62
06/03/2014	20:01:17.809	$GPGGA,200126,2543.8842,N,08009.7277,W,1,11,1.9,13,M,,M,,*6F
06/03/2014	20:01:18.835	$GPGGA,200127,2543.8842,N,08009.7276,W,1,11,1.6,13,M,,M,,*60
06/03/2014	20:01:19.831	$GPGGA,200128,2543.8842,N,08009.7277,W,1,11,1.9,13,M,,M,,*61
06/03/2014	20:01:20.847	$GPGGA,200129,2543.8842,N,08009.7276,W,1,11,1.6,13,M,,M,,*6E
06/03/2014	20:01:21.833	$GPGGA,200130,2543.8842,N,08009.7275,W,1,11,1.6,13,M,,M,,*65
06/03/2014	20:01:22.490	$GPGGA,200131,2543.8842,N,08009.7274,W,1,11,1.6,13,M,,M,,*65
06/03/2014	20:01:23.496	$GPGGA,200132,2543.8842,N,08009.7274,W,1,11,1.6,13,M,,M,,*66
