Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 0	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
05/29/2014	17:00:00.650	$GPGGA,170008,2544.0811,N,07922.1333,W,1,9,1.9,13,M,,M,,*5E
05/29/2014	17:00:01.613	$GPGGA,170009,2544.0815,N,07922.1349,W,1,9,1.9,13,M,,M,,*56
05/29/2014	17:00:02.626	$GPGGA,170010,2544.0822,N,07922.1366,W,1,9,1.9,13,M,,M,,*57
05/29/2014	17:00:03.639	$GPGGA,170011,2544.0828,N,07922.1383,W,1,9,1.9,13,M,,M,,*57
05/29/2014	17:00:04.642	$GPGGA,170012,2544.0833,N,07922.1399,W,1,9,1.9,13,M,,M,,*55
05/29/2014	17:00:05.655	$GPGGA,170013,2544.0839,N,07922.1416,W,1,8,1.9,13,M,,M,,*5F
05/29/2014	17:00:06.638	$GPGGA,170014,2544.0846,N,07922.1431,W,1,8,1.9,13,M,,M,,*55
05/29/2014	17:00:07.662	$GPGGA,170015,2544.0851,N,07922.1447,W,1,9,1.9,13,M,,M,,*52
05/29/2014	17:00:08.654	$GPGGA,170016,2544.0855,N,07922.1464,W,1,9,1.9,13,M,,M,,*54
05/29/2014	17:00:09.647	$GPGGA,170017,2544.0862,N,07922.1481,W,1,9,1.9,13,M,,M,,*5A
05/29/2014	17:00:10.630	$GPGGA,170018,2544.0869,N,07922.1497,W,1,9,1.9,13,M,,M,,*59
05/29/2014	17:00:11.643	$GPGGA,170019,2544.0873,N,07922.1514,W,1,9,1.9,13,M,,M,,*59
05/29/2014	17:00:12.636	$GPGGA,170020,2544.0879,N,07922.1530,W,1,9,1.9,13,M,,M,,*5F
05/29/2014	17:00:13.658	$GPGGA,170021,2544.0887,N,07922.1546,W,1,9,1.9,13,M,,M,,*5E
05/29/2014	17:00:14.641	$GPGGA,170022,2544.0893,N,07922.1562,W,1,9,1.9,13,M,,M,,*5E
05/29/2014	17:00:15.664	$GPGGA,170023,2544.0896,N,07922.1579,W,1,9,1.9,13,M,,M,,*50
05/29/2014	17:00:16.647	$GPGGA,170024,2544.0901,N,07922.1595,W,1,9,1.9,13,M,,M,,*5A
05/29/2014	17:00:17.660	$GPGGA,170025,2544.0909,N,07922.1611,W,1,9,1.9,13,M,,M,,*5C
05/29/2014	17:00:18.643	$GPGGA,170026,2544.0915,N,07922.1629,W,1,9,2.1,13,M,,M,,*52
