Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 0	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
05/29/2014	16:00:00.000	$GPGGA,160005,2542.7169,N,07923.3793,W,1,9,1.7,11,M,,M,,*54
05/29/2014	16:00:00.941	$GPGGA,160006,2542.7173,N,07923.3777,W,1,9,1.7,11,M,,M,,*56
05/29/2014	16:00:02.102	$GPGGA,160007,2542.7175,N,07923.3760,W,1,9,1.7,11,M,,M,,*57
05/29/2014	16:00:03.219	$GPGGA,160008,2542.7176,N,07923.3743,W,1,9,1.7,11,M,,M,,*5A
05/29/2014	16:00:04.270	$GPGGA,160009,2542.7177,N,07923.3726,W,1,9,1.7,11,M,,M,,*59
05/29/2014	16:00:05.376	$GPGGA,160010,2542.7179,N,07923.3709,W,1,9,1.7,11,M,,M,,*52
05/29/2014	16:00:06.547	$GPGGA,160011,2542.7180,N,07923.3692,W,1,9,1.7,11,M,,M,,*56
05/29/2014	16:00:07.511	$GPGGA,160012,2542.7183,N,07923.3675,W,1,9,1.7,11,M,,M,,*5F
05/29/2014	16:00:08.639	$GPGGA,160013,2542.7184,N,07923.3658,W,1,9,1.7,11,M,,M,,*56
05/29/2014	16:00:09.756	$GPGGA,160014,2542.7186,N,07923.3641,W,1,9,1.7,11,M,,M,,*5B
05/29/2014	16:00:10.817	$GPGGA,160015,2542.7187,N,07923.3625,W,1,9,1.7,11,M,,M,,*59
05/29/2014	16:00:12.001	$GPGGA,160016,2542.7188,N,07923.3608,W,1,9,1.7,11,M,,M,,*5A
05/29/2014	16:00:13.018	$GPGGA,160017,2542.7190,N,07923.3591,W,1,9,1.7,11,M,,M,,*51
05/29/2014	16:00:14.168	$GPGGA,160018,2542.7191,N,07923.3574,W,1,9,1.7,11,M,,M,,*54
05/29/2014	16:00:15.152	$GPGGA,160019,2542.7194,N,07923.3558,W,1,9,1.7,11,M,,M,,*5E
05/29/2014	16:00:16.357	$GPGGA,160020,2542.7195,N,07923.3541,W,1,9,1.7,11,M,,M,,*5D
05/29/2014	16:00:17.364	$GPGGA,160021,2542.7197,N,07923.3524,W,1,9,1.7,11,M,,M,,*5D
05/29/2014	16:00:18.535	$GPGGA,160022,2542.7198,N,07923.3507,W,1,9,1.7,11,M,,M,,*50
05/29/2014	16:00:19.663	$GPGGA,160023,2542.7198,N,07923.3490,W,1,9,1.7,11,M,,M,,*5E
05/29/2014	16:00:20.759	$GPGGA,160024,2542.7199,N,07923.3474,W,1,9,1.7,11,M,,M,,*52
05/29/2014	16:00:21.821	$GPGGA,160025,2542.7202,N,07923.3457,W,1,9,1.7,11,M,,M,,*53
05/29/2014	16:00:22.915	$GPGGA,160026,2542.7204,N,07923.3440,W,1,9,1.7,11,M,,M,,*50
05/29/2014	16:00:24.032	$GPGGA,160027,2542.7203,N,07923.3424,W,1,9,1.7,11,M,,M,,*54
05/29/2014	16:00:25.116	$GPGGA,160028,2542.7205,N,07923.3407,W,1,9,1.7,11,M,,M,,*5C
05/29/2014	16:00:26.233	$GPGGA,160029,2542.7208,N,07923.3389,W,1,9,1.7,11,M,,M,,*51
05/29/2014	16:00:27.273	$GPGGA,160030,2542.7207,N,07923.3373,W,1,9,1.7,11,M,,M,,*53
05/29/2014	16:00:28.389	$GPGGA,160031,2542.7209,N,07923.3356,W,1,9,1.7,11,M,,M,,*5B
05/29/2014	16:00:29.484	$GPGGA,160032,2542.7209,N,07923.3339,W,1,9,1.7,11,M,,M,,*51
05/29/2014	16:00:30.579	$GPGGA,160033,2542.7212,N,07923.3322,W,1,9,1.7,11,M,,M,,*50
05/29/2014	16:00:31.641	$GPGGA,160034,2542.7213,N,07923.3305,W,1,9,1.7,11,M,,M,,*53
05/29/2014	16:00:32.747	$GPGGA,160035,2542.7213,N,07923.3289,W,1,9,1.7,11,M,,M,,*57
05/29/2014	16:00:33.853	$GPGGA,160036,2542.7216,N,07923.3271,W,1,9,1.7,11,M,,M,,*56
05/29/2014	16:00:34.947	$GPGGA,160037,2542.7215,N,07923.3254,W,1,9,1.7,11,M,,M,,*53
05/29/2014	16:00:36.020	$GPGGA,160038,2542.7216,N,07923.3237,W,1,9,1.7,11,M,,M,,*5A
05/29/2014	16:00:37.148	$GPGGA,160039,2542.7217,N,07923.3220,W,1,9,1.7,11,M,,M,,*5C
05/29/2014	16:00:38.253	$GPGGA,160040,2542.7220,N,07923.3203,W,1,9,1.7,11,M,,M,,*57
05/29/2014	16:00:33.634	$GPGGA,160041,2542.7220,N,07923.3186,W,1,9,1.7,11,M,,M,,*58
05/29/2014	16:00:34.707	$GPGGA,160042,2542.7220,N,07923.3170,W,1,9,1.7,11,M,,M,,*52
05/29/2014	16:00:35.801	$GPGGA,160043,2542.7223,N,07923.3153,W,1,9,1.7,11,M,,M,,*51
05/29/2014	16:00:36.940	$GPGGA,160044,2542.7223,N,07923.3153,W,1,9,1.7,11,M,,M,,*56
05/29/2014	16:00:37.980	$GPGGA,160045,2542.7224,N,07923.3120,W,1,9,1.7,11,M,,M,,*54
05/29/2014	16:00:39.064	$GPGGA,160046,2542.7224,N,07923.3120,W,1,9,1.7,11,M,,M,,*57
05/29/2014	16:00:40.159	$GPGGA,160047,2542.7227,N,07923.3086,W,1,9,1.7,11,M,,M,,*58
05/29/2014	16:00:41.309	$GPGGA,160048,2542.7229,N,07923.3069,W,1,9,1.7,11,M,,M,,*58
05/29/2014	16:00:42.360	$GPGGA,160049,2542.7228,N,07923.3053,W,1,9,1.7,11,M,,M,,*51
05/29/2014	16:00:43.466	$GPGGA,160050,2542.7229,N,07923.3037,W,1,9,1.7,11,M,,M,,*5A
05/29/2014	16:00:44.550	$GPGGA,160051,2542.7230,N,07923.3020,W,1,9,1.7,11,M,,M,,*55
05/29/2014	16:00:45.657	$GPGGA,160052,2542.7231,N,07923.3003,W,1,9,1.7,11,M,,M,,*56
05/29/2014	16:00:46.662	$GPGGA,160053,2542.7231,N,07923.2987,W,1,9,1.7,11,M,,M,,*53
05/29/2014	16:00:47.696	$GPGGA,160054,2542.7231,N,07923.2987,W,1,9,1.7,11,M,,M,,*54
05/29/2014	16:00:48.753	$GPGGA,160055,2542.7234,N,07923.2955,W,1,9,1.7,11,M,,M,,*5F
05/29/2014	16:00:49.769	$GPGGA,160056,2542.7235,N,07923.2938,W,1,9,1.7,11,M,,M,,*56
05/29/2014	16:00:50.783	$GPGGA,160057,2542.7237,N,07923.2922,W,1,9,1.7,11,M,,M,,*5E
05/29/2014	16:00:51.922	$GPGGA,160058,2542.7238,N,07923.2905,W,1,9,1.7,11,M,,M,,*5B
05/29/2014	16:00:52.864	$GPGGA,160059,2542.7240,N,07923.2888,W,1,9,1.7,11,M,,M,,*51
05/29/2014	16:00:54.024	$GPGGA,160100,2542.7242,N,07923.2871,W,1,9,1.7,11,M,,M,,*58
05/29/2014	16:00:55.019	$GPGGA,160101,2542.7242,N,07923.2854,W,1,9,1.7,11,M,,M,,*5E
05/29/2014	16:00:56.044	$GPGGA,160102,2542.7245,N,07923.2837,W,1,9,1.7,11,M,,M,,*5F
05/29/2014	16:00:56.976	$GPGGA,160103,2542.7247,N,07923.2821,W,1,9,1.7,10,M,,M,,*5A
05/29/2014	16:00:58.146	$GPGGA,160104,2542.7248,N,07923.2804,W,1,9,1.7,10,M,,M,,*55
05/29/2014	16:00:59.182	$GPGGA,160105,2542.7249,N,07923.2788,W,1,9,1.7,10,M,,M,,*5E
05/29/2014	16:01:00.094	$GPGGA,160106,2542.7251,N,07923.2770,W,1,9,1.7,10,M,,M,,*53
05/29/2014	16:01:01.119	$GPGGA,160107,2542.7253,N,07923.2754,W,1,9,1.7,10,M,,M,,*56
05/29/2014	16:01:02.289	$GPGGA,160108,2542.7256,N,07923.2737,W,1,9,1.7,10,M,,M,,*59
05/29/2014	16:01:03.315	$GPGGA,160109,2542.7256,N,07923.2720,W,1,9,1.7,10,M,,M,,*5E
05/29/2014	16:01:04.319	$GPGGA,160110,2542.7256,N,07923.2703,W,1,9,1.7,10,M,,M,,*57
05/29/2014	16:01:05.376	$GPGGA,160111,2542.7260,N,07923.2687,W,1,9,1.7,10,M,,M,,*5E
05/29/2014	16:01:06.441	$GPGGA,160112,2542.7262,N,07923.2670,W,1,9,1.7,10,M,,M,,*57
05/29/2014	16:01:07.456	$GPGGA,160113,2542.7261,N,07923.2653,W,1,8,1.9,10,M,,M,,*5B
05/29/2014	16:01:08.462	$GPGGA,160114,2542.7262,N,07923.2638,W,1,8,1.9,10,M,,M,,*52
05/29/2014	16:01:09.507	$GPGGA,160115,2542.7263,N,07923.2622,W,1,9,1.7,10,M,,M,,*56
05/29/2014	16:01:10.533	$GPGGA,160116,2542.7266,N,07923.2606,W,1,9,1.7,10,M,,M,,*56
05/29/2014	16:01:11.568	$GPGGA,160117,2542.7267,N,07923.2589,W,1,9,1.7,10,M,,M,,*52
05/29/2014	16:01:12.583	$GPGGA,160118,2542.7267,N,07923.2573,W,1,9,1.7,10,M,,M,,*58
05/29/2014	16:01:13.640	$GPGGA,160119,2542.7269,N,07923.2557,W,1,9,1.7,10,M,,M,,*51
05/29/2014	16:01:14.665	$GPGGA,160120,2542.7270,N,07923.2541,W,1,9,1.7,10,M,,M,,*54
05/29/2014	16:01:15.700	$GPGGA,160121,2542.7271,N,07923.2525,W,1,9,1.7,10,M,,M,,*56
05/29/2014	16:01:16.715	$GPGGA,160122,2542.7273,N,07923.2508,W,1,9,1.7,10,M,,M,,*58
05/29/2014	16:01:17.772	$GPGGA,160123,2542.7276,N,07923.2491,W,1,9,1.7,10,M,,M,,*5D
05/29/2014	16:01:18.797	$GPGGA,160124,2542.7275,N,07923.2475,W,1,9,1.9,10,M,,M,,*5D
05/29/2014	16:01:19.843	$GPGGA,160125,2542.7277,N,07923.2458,W,1,9,1.7,10,M,,M,,*5F
05/29/2014	16:01:20.869	$GPGGA,160126,2542.7278,N,07923.2442,W,1,9,1.7,10,M,,M,,*58
05/29/2014	16:01:21.884	$GPGGA,160127,2542.7281,N,07923.2424,W,1,9,1.7,10,M,,M,,*5F
05/29/2014	16:01:22.940	$GPGGA,160128,2542.7280,N,07923.2408,W,1,9,1.7,10,M,,M,,*5F
05/29/2014	16:01:23.954	$GPGGA,160129,2542.7282,N,07923.2391,W,1,9,1.7,10,M,,M,,*5B
05/29/2014	16:01:24.990	$GPGGA,160130,2542.7285,N,07923.2374,W,1,9,1.7,9,M,,M,,*67
05/29/2014	16:01:26.015	$GPGGA,160131,2542.7288,N,07923.2358,W,1,9,1.7,9,M,,M,,*65
05/29/2014	16:01:27.071	$GPGGA,160132,2542.7287,N,07923.2341,W,1,9,1.7,9,M,,M,,*61
05/29/2014	16:01:28.076	$GPGGA,160133,2542.7289,N,07923.2325,W,1,9,1.7,9,M,,M,,*6C
05/29/2014	16:01:29.143	$GPGGA,160134,2542.7291,N,07923.2308,W,1,9,1.7,9,M,,M,,*6D
05/29/2014	16:01:30.272	$GPGGA,160135,2542.7292,N,07923.2291,W,1,9,1.7,9,M,,M,,*6E
05/29/2014	16:01:31.205	$GPGGA,160136,2542.7294,N,07923.2275,W,1,9,1.7,9,M,,M,,*61
05/29/2014	16:01:32.240	$GPGGA,160137,2542.7293,N,07923.2259,W,1,9,1.7,9,M,,M,,*69
05/29/2014	16:01:33.255	$GPGGA,160138,2542.7295,N,07923.2243,W,1,9,1.7,9,M,,M,,*6B
05/29/2014	16:01:34.301	$GPGGA,160139,2542.7296,N,07923.2226,W,1,9,1.7,9,M,,M,,*6A
05/29/2014	16:01:35.347	$GPGGA,160140,2542.7298,N,07923.2209,W,1,9,1.7,9,M,,M,,*67
05/29/2014	16:01:33.533	$GPGGA,160141,2542.7299,N,07923.2193,W,1,9,1.7,9,M,,M,,*67
05/29/2014	16:01:34.673	$GPGGA,160142,2542.7299,N,07923.2177,W,1,9,1.7,9,M,,M,,*6E
05/29/2014	16:01:35.584	$GPGGA,160143,2542.7300,N,07923.2160,W,1,9,1.7,9,M,,M,,*68
05/29/2014	16:01:36.754	$GPGGA,160144,2542.7302,N,07923.2143,W,1,9,1.7,9,M,,M,,*6C
