Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 0	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
06/01/2014	16:00:00.625	$GPGGA,160009,2438.1129,N,07947.4501,W,1,9,1.8,9,M,,M,,*6C
06/01/2014	16:00:01.573	$GPGGA,160010,2438.1127,N,07947.4496,W,1,9,1.8,9,M,,M,,*65
06/01/2014	16:00:02.662	$GPGGA,160011,2438.1128,N,07947.4491,W,1,9,1.8,9,M,,M,,*6C
06/01/2014	16:00:03.590	$GPGGA,160012,2438.1126,N,07947.4486,W,1,9,1.8,9,M,,M,,*67
06/01/2014	16:00:04.609	$GPGGA,160013,2438.1126,N,07947.4480,W,1,9,1.8,8,M,,M,,*61
06/01/2014	16:00:05.567	$GPGGA,160014,2438.1126,N,07947.4475,W,1,9,1.8,8,M,,M,,*6C
06/01/2014	16:00:06.608	$GPGGA,160015,2438.1126,N,07947.4475,W,1,9,1.8,8,M,,M,,*6D
06/01/2014	16:00:07.574	$GPGGA,160016,2438.1125,N,07947.4465,W,1,9,1.8,8,M,,M,,*6C
06/01/2014	16:00:08.609	$GPGGA,160017,2438.1125,N,07947.4459,W,1,9,1.8,8,M,,M,,*62
06/01/2014	16:00:09.560	$GPGGA,160018,2438.1125,N,07947.4459,W,1,9,1.8,8,M,,M,,*6D
06/01/2014	16:00:10.599	$GPGGA,160019,2438.1124,N,07947.4449,W,1,9,1.8,8,M,,M,,*6C
06/01/2014	16:00:11.557	$GPGGA,160020,2438.1125,N,07947.4442,W,1,9,1.8,8,M,,M,,*6C
06/01/2014	16:00:12.666	$GPGGA,160021,2438.1124,N,07947.4437,W,1,8,2.1,8,M,,M,,*65
06/01/2014	16:00:13.534	$GPGGA,160022,2438.1125,N,07947.4432,W,1,8,1.8,8,M,,M,,*68
06/01/2014	16:00:14.553	$GPGGA,160023,2438.1125,N,07947.4432,W,1,9,1.8,8,M,,M,,*68
06/01/2014	16:00:15.551	$GPGGA,160024,2438.1124,N,07947.4420,W,1,9,1.8,8,M,,M,,*6D
06/01/2014	16:00:16.550	$GPGGA,160025,2438.1124,N,07947.4420,W,1,9,1.8,8,M,,M,,*6C
06/01/2014	16:00:17.539	$GPGGA,160026,2438.1122,N,07947.4409,W,1,9,1.8,8,M,,M,,*62
06/01/2014	16:00:18.647	$GPGGA,160027,2438.1122,N,07947.4404,W,1,9,1.8,8,M,,M,,*6E
06/01/2014	16:00:19.555	$GPGGA,160028,2438.1120,N,07947.4399,W,1,9,1.8,8,M,,M,,*60
06/01/2014	16:00:20.725	$GPGGA,160029,2438.1121,N,07947.4394,W,1,9,1.8,8,M,,M,,*6D
06/01/2014	16:00:21.603	$GPGGA,160030,2438.1119,N,07947.4389,W,1,9,1.8,8,M,,M,,*62
06/01/2014	16:00:22.612	$GPGGA,160031,2438.1120,N,07947.4382,W,1,9,1.8,8,M,,M,,*62
06/01/2014	16:00:23.720	$GPGGA,160032,2438.1117,N,07947.4379,W,1,9,2.1,8,M,,M,,*6B
06/01/2014	16:00:24.599	$GPGGA,160033,2438.1117,N,07947.4379,W,1,9,1.8,8,M,,M,,*60
06/01/2014	16:00:25.587	$GPGGA,160034,2438.1116,N,07947.4369,W,1,9,1.8,8,M,,M,,*67
06/01/2014	16:00:26.715	$GPGGA,160035,2438.1116,N,07947.4369,W,1,9,1.9,8,M,,M,,*67
06/01/2014	16:00:27.593	$GPGGA,160036,2438.1115,N,07947.4359,W,1,9,1.9,8,M,,M,,*64
06/01/2014	16:00:28.702	$GPGGA,160037,2438.1115,N,07947.4354,W,1,9,1.9,8,M,,M,,*68
06/01/2014	16:00:29.590	$GPGGA,160038,2438.1115,N,07947.4349,W,1,9,1.9,8,M,,M,,*6B
06/01/2014	16:00:30.669	$GPGGA,160039,2438.1117,N,07947.4343,W,1,9,1.9,8,M,,M,,*62
06/01/2014	16:00:31.587	$GPGGA,160040,2438.1118,N,07947.4337,W,1,9,1.9,8,M,,M,,*60
06/01/2014	16:00:32.686	$GPGGA,160041,2438.1117,N,07947.4331,W,1,9,1.9,8,M,,M,,*68
06/01/2014	16:00:33.654	$GPGGA,160042,2438.1118,N,07947.4326,W,1,9,2.1,8,M,,M,,*69
06/01/2014	16:00:34.563	$GPGGA,160043,2438.1118,N,07947.4326,W,1,9,1.9,8,M,,M,,*63
06/01/2014	16:00:35.661	$GPGGA,160044,2438.1118,N,07947.4316,W,1,9,1.9,8,M,,M,,*67
06/01/2014	16:00:36.680	$GPGGA,160045,2438.1117,N,07947.4311,W,1,9,1.9,8,M,,M,,*6E
06/01/2014	16:00:37.678	$GPGGA,160046,2438.1118,N,07947.4304,W,1,9,1.9,8,M,,M,,*66
06/01/2014	16:00:38.677	$GPGGA,160047,2438.1120,N,07947.4297,W,1,9,1.9,8,M,,M,,*67
06/01/2014	16:00:39.646	$GPGGA,160048,2438.1121,N,07947.4291,W,1,9,2.1,8,M,,M,,*64
06/01/2014	16:00:40.654	$GPGGA,160049,2438.1119,N,07947.4287,W,1,8,2.1,8,M,,M,,*68
06/01/2014	16:00:41.632	$GPGGA,160050,2438.1121,N,07947.4282,W,1,8,1.9,8,M,,M,,*65
06/01/2014	16:00:42.631	$GPGGA,160051,2438.1122,N,07947.4277,W,1,9,1.9,8,M,,M,,*6C
06/01/2014	16:00:43.619	$GPGGA,160052,2438.1122,N,07947.4271,W,1,9,1.9,8,M,,M,,*69
06/01/2014	16:00:44.637	$GPGGA,160053,2438.1120,N,07947.4267,W,1,9,1.9,8,M,,M,,*6D
06/01/2014	16:00:45.605	$GPGGA,160054,2438.1121,N,07947.4263,W,1,9,1.9,8,M,,M,,*6F
06/01/2014	16:00:46.624	$GPGGA,160055,2438.1122,N,07947.4257,W,1,9,1.9,8,M,,M,,*6A
06/01/2014	16:00:47.612	$GPGGA,160056,2438.1122,N,07947.4252,W,1,9,1.9,7,M,,M,,*63
06/01/2014	16:00:48.601	$GPGGA,160057,2438.1122,N,07947.4247,W,1,9,1.9,7,M,,M,,*66
06/01/2014	16:00:49.619	$GPGGA,160058,2438.1122,N,07947.4241,W,1,9,1.9,7,M,,M,,*6F
06/01/2014	16:00:50.618	$GPGGA,160059,2438.1124,N,07947.4236,W,1,9,1.9,7,M,,M,,*68
06/01/2014	16:00:51.616	$GPGGA,160100,2438.1123,N,07947.4232,W,1,9,1.9,7,M,,M,,*66
06/01/2014	16:00:52.605	$GPGGA,160101,2438.1125,N,07947.4226,W,1,9,1.9,7,M,,M,,*64
06/01/2014	16:00:53.573	$GPGGA,160102,2438.1125,N,07947.4221,W,1,9,1.9,7,M,,M,,*60
06/01/2014	16:00:54.622	$GPGGA,160103,2438.1126,N,07947.4215,W,1,9,1.9,7,M,,M,,*65
06/01/2014	16:00:55.590	$GPGGA,160104,2438.1128,N,07947.4209,W,1,9,1.9,7,M,,M,,*61
06/01/2014	16:00:56.579	$GPGGA,160105,2438.1129,N,07947.4204,W,1,9,1.9,7,M,,M,,*6C
06/01/2014	16:00:57.557	$GPGGA,160106,2438.1129,N,07947.4199,W,1,9,1.9,7,M,,M,,*68
06/01/2014	16:00:58.586	$GPGGA,160107,2438.1131,N,07947.4193,W,1,9,1.9,7,M,,M,,*6A
06/01/2014	16:00:59.564	$GPGGA,160108,2438.1132,N,07947.4188,W,1,9,1.9,7,M,,M,,*6C
06/01/2014	16:01:00.553	$GPGGA,160109,2438.1133,N,07947.4182,W,1,9,1.9,7,M,,M,,*66
06/01/2014	16:01:01.560	$GPGGA,160110,2438.1135,N,07947.4176,W,1,9,1.9,7,M,,M,,*63
06/01/2014	16:01:02.679	$GPGGA,160111,2438.1136,N,07947.4171,W,1,9,1.9,7,M,,M,,*66
06/01/2014	16:01:03.557	$GPGGA,160112,2438.1136,N,07947.4164,W,1,9,1.9,7,M,,M,,*61
06/01/2014	16:01:04.546	$GPGGA,160113,2438.1139,N,07947.4160,W,1,9,1.9,7,M,,M,,*6B
06/01/2014	16:01:05.654	$GPGGA,160114,2438.1140,N,07947.4155,W,1,9,1.9,7,M,,M,,*64
06/01/2014	16:01:06.543	$GPGGA,160115,2438.1143,N,07947.4147,W,1,9,1.9,7,M,,M,,*65
06/01/2014	16:01:07.651	$GPGGA,160116,2438.1142,N,07947.4143,W,1,9,2.1,7,M,,M,,*68
06/01/2014	16:01:08.530	$GPGGA,160117,2438.1143,N,07947.4139,W,1,9,1.9,7,M,,M,,*6E
06/01/2014	16:01:09.518	$GPGGA,160118,2438.1144,N,07947.4133,W,1,9,1.9,7,M,,M,,*6C
06/01/2014	16:01:10.537	$GPGGA,160119,2438.1147,N,07947.4127,W,1,9,1.9,7,M,,M,,*6B
06/01/2014	16:01:11.535	$GPGGA,160120,2438.1147,N,07947.4123,W,1,9,1.9,7,M,,M,,*65
06/01/2014	16:01:12.534	$GPGGA,160121,2438.1150,N,07947.4116,W,1,9,1.9,7,M,,M,,*64
06/01/2014	16:01:13.602	$GPGGA,160122,2438.1151,N,07947.4110,W,1,9,1.9,7,M,,M,,*60
06/01/2014	16:01:14.641	$GPGGA,160123,2438.1153,N,07947.4107,W,1,9,1.9,7,M,,M,,*65
06/01/2014	16:01:15.609	$GPGGA,160124,2438.1154,N,07947.4100,W,1,9,1.9,7,M,,M,,*62
06/01/2014	16:01:16.618	$GPGGA,160125,2438.1157,N,07947.4095,W,1,9,1.9,7,M,,M,,*6D
06/01/2014	16:01:17.506	$GPGGA,160126,2438.1158,N,07947.4090,W,1,9,1.9,7,M,,M,,*64
06/01/2014	16:01:18.586	$GPGGA,160127,2438.1160,N,07947.4085,W,1,9,1.9,7,M,,M,,*6A
06/01/2014	16:01:19.612	$GPGGA,160128,2438.1161,N,07947.4079,W,1,9,1.9,7,M,,M,,*67
06/01/2014	16:01:20.683	$GPGGA,160129,2438.1164,N,07947.4074,W,1,9,1.9,7,M,,M,,*6E
06/01/2014	16:01:21.671	$GPGGA,160130,2438.1165,N,07947.4068,W,1,9,1.9,7,M,,M,,*6A
06/01/2014	16:01:22.660	$GPGGA,160131,2438.1167,N,07947.4062,W,1,9,1.9,7,M,,M,,*63
06/01/2014	16:01:23.668	$GPGGA,160132,2438.1169,N,07947.4057,W,1,9,1.9,7,M,,M,,*68
06/01/2014	16:01:24.677	$GPGGA,160133,2438.1172,N,07947.4051,W,1,9,1.9,7,M,,M,,*65
06/01/2014	16:01:25.655	$GPGGA,160134,2438.1175,N,07947.4045,W,1,9,1.9,7,M,,M,,*60
06/01/2014	16:01:26.674	$GPGGA,160135,2438.1176,N,07947.4040,W,1,9,1.9,7,M,,M,,*67
06/01/2014	16:01:27.662	$GPGGA,160136,2438.1178,N,07947.4035,W,1,9,1.9,7,M,,M,,*68
06/01/2014	16:01:29.809	$GPGGA,160138,2438.1183,N,07947.4024,W,1,9,1.9,7,M,,M,,*62
06/01/2014	16:01:30.658	$GPGGA,160139,2438.1183,N,07947.4018,W,1,9,1.9,7,M,,M,,*6C
06/01/2014	16:01:31.646	$GPGGA,160140,2438.1185,N,07947.4012,W,1,9,1.9,7,M,,M,,*6E
06/01/2014	16:01:32.625	$GPGGA,160141,2438.1187,N,07947.4008,W,1,9,1.9,8,M,,M,,*69
06/01/2014	16:01:33.623	$GPGGA,160142,2438.1190,N,07947.4002,W,1,9,1.9,8,M,,M,,*66
06/01/2014	16:01:34.652	$GPGGA,160143,2438.1190,N,07947.3996,W,1,9,1.9,8,M,,M,,*64
06/01/2014	16:01:35.631	$GPGGA,160144,2438.1193,N,07947.3990,W,1,9,1.9,8,M,,M,,*66
06/01/2014	16:01:36.628	$GPGGA,160145,2438.1194,N,07947.3985,W,1,9,1.9,8,M,,M,,*64
06/01/2014	16:01:37.607	$GPGGA,160146,2438.1196,N,07947.3980,W,1,9,2.1,8,M,,M,,*6B
06/01/2014	16:01:38.635	$GPGGA,160147,2438.1195,N,07947.3976,W,1,9,1.9,8,M,,M,,*6B
06/01/2014	16:01:39.613	$GPGGA,160148,2438.1198,N,07947.3971,W,1,9,1.9,8,M,,M,,*6E
06/01/2014	16:01:40.602	$GPGGA,160149,2438.1200,N,07947.3964,W,1,8,2.1,8,M,,M,,*63
06/01/2014	16:01:41.600	$GPGGA,160150,2438.1201,N,07947.3957,W,1,8,1.9,8,M,,M,,*61
06/01/2014	16:01:42.589	$GPGGA,160151,2438.1203,N,07947.3952,W,1,9,1.9,8,M,,M,,*66
06/01/2014	16:01:43.607	$GPGGA,160152,2438.1204,N,07947.3947,W,1,9,2.1,8,M,,M,,*6D
06/01/2014	16:01:44.596	$GPGGA,160153,2438.1205,N,07947.3941,W,1,8,2.1,8,M,,M,,*6A
06/01/2014	16:01:45.574	$GPGGA,160154,2438.1207,N,07947.3937,W,1,8,1.9,8,M,,M,,*65
06/01/2014	16:01:46.583	$GPGGA,160155,2438.1205,N,07947.3934,W,1,8,2.1,8,M,,M,,*6E
06/01/2014	16:01:47.601	$GPGGA,160156,2438.1205,N,07947.3930,W,1,8,1.9,8,M,,M,,*62
06/01/2014	16:01:48.710	$GPGGA,160157,2438.1205,N,07947.3928,W,1,9,1.9,8,M,,M,,*6B
06/01/2014	16:01:49.568	$GPGGA,160158,2438.1205,N,07947.3924,W,1,9,1.9,8,M,,M,,*68
06/01/2014	16:01:50.677	$GPGGA,160159,2438.1205,N,07947.3919,W,1,9,1.9,8,M,,M,,*67
06/01/2014	16:01:51.695	$GPGGA,160200,2438.1205,N,07947.3915,W,1,9,1.9,8,M,,M,,*64
06/01/2014	16:01:52.654	$GPGGA,160201,2438.1205,N,07947.3910,W,1,9,1.9,8,M,,M,,*60
06/01/2014	16:01:53.652	$GPGGA,160202,2438.1205,N,07947.3905,W,1,9,1.9,8,M,,M,,*67
06/01/2014	16:01:54.560	$GPGGA,160203,2438.1205,N,07947.3901,W,1,9,1.9,8,M,,M,,*62
06/01/2014	16:01:55.648	$GPGGA,160204,2438.1205,N,07947.3895,W,1,9,1.9,8,M,,M,,*69
06/01/2014	16:01:56.537	$GPGGA,160205,2438.1205,N,07947.3889,W,1,9,1.9,8,M,,M,,*65
06/01/2014	16:01:57.545	$GPGGA,160206,2438.1205,N,07947.3884,W,1,9,1.9,8,M,,M,,*6B
06/01/2014	16:01:58.624	$GPGGA,160207,2438.1203,N,07947.3879,W,1,9,1.9,8,M,,M,,*6E
06/01/2014	16:01:59.652	$GPGGA,160208,2438.1204,N,07947.3874,W,1,9,1.9,7,M,,M,,*64
06/01/2014	16:02:00.551	$GPGGA,160209,2438.1205,N,07947.3870,W,1,8,1.9,7,M,,M,,*61
06/01/2014	16:02:01.629	$GPGGA,160210,2438.1205,N,07947.3865,W,1,8,1.9,7,M,,M,,*6D
06/01/2014	16:02:02.512	$GPGGA,160211,2438.1203,N,07947.3860,W,1,9,1.9,7,M,,M,,*6E
06/01/2014	16:02:03.626	$GPGGA,160212,2438.1205,N,07947.3855,W,1,9,1.9,8,M,,M,,*62
