Software Version Number: 1	Data File Format Number: 1	Build Version Number: 1	Error Count Since VI Started: 3	Manufacturer: Raytheon	 Model Number: RayMarine 120	 S/N: 	 Cal Date: 	 Wind Direction Offset: 0.00	 Slope (M)1: 0.00	 Offset (B)1: 0.00	 Slope (M)2: 0.00	 Offset (B)2: 0.00	 Slope (M)3: 0.00	 Offset (B)3: 0.00	 Slope (M)4: 0.00	 Offset (B)4: 0.00	 Slope (M)5: 0.00	 Offset (B)5: 0.00	 Slope (M)6: 0.00	 Offset (B)6: 0.00
Computer Date	Computer Time	GGA String
06/23/2015	19:00:00.572	$GPGGA,190001,2543.8837,N,08009.7270,W,1,10,1.6,9,M,,M,,*51
06/23/2015	19:00:01.562	$GPGGA,190002,2543.8838,N,08009.7270,W,1,10,1.6,9,M,,M,,*5D
06/23/2015	19:00:02.522	$GPGGA,190003,2543.8837,N,08009.7270,W,1,10,1.6,9,M,,M,,*53
06/23/2015	19:00:03.605	$GPGGA,190004,2543.8838,N,08009.7270,W,1,10,1.6,9,M,,M,,*5B
06/23/2015	19:00:04.502	$GPGGA,190005,2543.8837,N,08009.7270,W,1,10,1.6,9,M,,M,,*55
06/23/2015	19:00:05.603	$GPGGA,190006,2543.8838,N,08009.7272,W,1,10,1.6,9,M,,M,,*5B
06/23/2015	19:00:06.503	$GPGGA,190007,2543.8837,N,08009.7271,W,1,10,1.6,9,M,,M,,*56
06/23/2015	19:00:07.607	$GPGGA,190008,2543.8836,N,08009.7272,W,1,10,1.6,9,M,,M,,*5B
06/23/2015	19:00:08.504	$GPGGA,190009,2543.8837,N,08009.7271,W,1,10,1.6,9,M,,M,,*58
06/23/2015	19:00:09.622	$GPGGA,190010,2543.8836,N,08009.7272,W,1,10,1.6,9,M,,M,,*52
06/23/2015	19:00:10.494	$GPGGA,190011,2543.8837,N,08009.7271,W,1,10,1.6,9,M,,M,,*51
06/23/2015	19:00:11.612	$GPGGA,190012,2543.8836,N,08009.7272,W,1,10,1.6,9,M,,M,,*50
06/23/2015	19:00:12.552	$GPGGA,190013,2543.8835,N,08009.7271,W,1,10,1.6,9,M,,M,,*51
06/23/2015	19:00:13.595	$GPGGA,190014,2543.8835,N,08009.7272,W,1,10,1.6,9,M,,M,,*55
06/23/2015	19:00:14.552	$GPGGA,190015,2543.8835,N,08009.7271,W,1,10,1.6,9,M,,M,,*57
06/23/2015	19:00:15.632	$GPGGA,190016,2543.8835,N,08009.7272,W,1,10,1.6,9,M,,M,,*57
06/23/2015	19:00:16.552	$GPGGA,190017,2543.8835,N,08009.7271,W,1,10,1.6,9,M,,M,,*55
06/23/2015	19:00:17.512	$GPGGA,190018,2543.8835,N,08009.7272,W,1,10,1.6,9,M,,M,,*59
06/23/2015	19:00:18.552	$GPGGA,190019,2543.8833,N,08009.7271,W,1,10,1.6,9,M,,M,,*5D
06/23/2015	19:00:19.622	$GPGGA,190020,2543.8834,N,08009.7272,W,1,10,1.6,9,M,,M,,*53
06/23/2015	19:00:20.582	$GPGGA,190021,2543.8833,N,08009.7271,W,1,10,1.6,9,M,,M,,*56
06/23/2015	19:00:21.582	$GPGGA,190022,2543.8834,N,08009.7272,W,1,10,1.6,9,M,,M,,*51
06/23/2015	19:00:22.582	$GPGGA,190023,2543.8832,N,08009.7271,W,1,10,1.6,9,M,,M,,*55
06/23/2015	19:00:23.594	$GPGGA,190024,2543.8833,N,08009.7272,W,1,10,1.6,9,M,,M,,*50
06/23/2015	19:00:24.603	$GPGGA,190025,2543.8832,N,08009.7271,W,1,10,1.6,9,M,,M,,*53
06/23/2015	19:00:25.603	$GPGGA,190026,2543.8831,N,08009.7272,W,1,10,1.6,9,M,,M,,*50
06/23/2015	19:00:26.562	$GPGGA,190027,2543.8831,N,08009.7272,W,1,10,1.6,9,M,,M,,*51
06/23/2015	19:00:27.612	$GPGGA,190028,2543.8831,N,08009.7272,W,1,10,1.6,9,M,,M,,*5E
06/23/2015	19:00:28.582	$GPGGA,190029,2543.8831,N,08009.7273,W,1,10,1.6,9,M,,M,,*5E
06/23/2015	19:00:29.582	$GPGGA,190030,2543.8831,N,08009.7273,W,1,10,1.6,9,M,,M,,*56
